id	polarity	polarity_orig	sentence	polex	polex+targets	polex_span	polex+targets_span	target_spans	split
aal04 06 00	neutral	neutral	As legacy carriers continue to reduce passenger legroom in a drive to cut costs , it could cause more and more travelers to defect to more customer-friendly airlines , such as JetBlue Airways and Southwest Airlines .	reduce	legacy carriers continue to reduce passenger legroom	(5, 5)	(1, 7)	[(6, 7), (1, 2)]	train
aal04 06 01	positive	positive	As legacy carriers continue to reduce passenger legroom in a drive to cut costs , it could cause more and more travelers to defect to more customer-friendly airlines , such as JetBlue Airways and Southwest Airlines .	cut costs	cut costs	(12, 13)	(12, 13)	[]	train
aal04 06 02	negative	negative	As legacy carriers continue to reduce passenger legroom in a drive to cut costs , it could cause more and more travelers to defect to more customer-friendly airlines , such as JetBlue Airways and Southwest Airlines .	defect	defect to more customer-friendly airlines	(23, 23)	(23, 27)	[(27, 27)]	train
aal04 06 03	positive	positive	As legacy carriers continue to reduce passenger legroom in a drive to cut costs , it could cause more and more travelers to defect to more customer-friendly airlines , such as JetBlue Airways and Southwest Airlines .	defect	defect to more customer-friendly airlines , such as JetBlue Airways and Southwest Airlines	(23, 23)	(23, 35)	[(31, 32), (34, 35)]	train
aal04 06 04	positive	positive	As legacy carriers continue to reduce passenger legroom in a drive to cut costs , it could cause more and more travelers to defect to more customer-friendly airlines , such as JetBlue Airways and Southwest Airlines .	customer-friendly	customer-friendly airlines , such as JetBlue Airways and Southwest Airlines	(26, 26)	(26, 35)	[(31, 32), (34, 35)]	train
aal04 07 00	negative	negative	Cost creep has held American Airlines back In the past couple of years , runaway costs have become a big problem for American Airlines .	Cost creep	Cost creep has held American Airlines	(0, 1)	(0, 5)	[(4, 5)]	train
aal04 07 01	negative	negative	Cost creep has held American Airlines back In the past couple of years , runaway costs have become a big problem for American Airlines .	runaway costs	runaway costs	(14, 15)	(14, 15)	[]	train
aal04 07 02	negative	negative	Cost creep has held American Airlines back In the past couple of years , runaway costs have become a big problem for American Airlines .	held American Airlines back	held American Airlines	(3, 6)	(3, 5)	[(4, 5)]	train
aal04 07 03	negative	negative	Cost creep has held American Airlines back In the past couple of years , runaway costs have become a big problem for American Airlines .	big problem	big problem for American Airlines	(19, 20)	(19, 23)	[(22, 23)]	train
aal04 08 00	positive	positive	American ' s management has indicated that cost growth should slow considerably in 2018 .	cost growth	American ' s management has indicated that cost growth	(7, 8)	(0, 8)	[(0, 0)]	train
aal04 09 00	negative	negative	Yet the company clearly has to do more work to match its competitors in terms of unit costs .	match its competitors	the company clearly has to do more work to match its competitors in terms of unit costs	(10, 12)	(1, 17)	[(1, 2), (16, 17)]	train
aal04 09 01	neutral	neutral	Yet the company clearly has to do more work to match its competitors in terms of unit costs .	unit costs	unit costs	(16, 17)	(16, 17)	[]	train
aal04 10 00	negative	negative	American Airlines ' unit costs have surged in recent years .	unit costs	American Airlines ' unit costs	(3, 4)	(0, 4)	[(0, 2)]	train
aal04 11 00	neutral	neutral	This is probably the ultimate genesis of American Airlines ' campaign to squeeze more seats into its next-generation aircraft .	squeeze more seats into its next-generation aircraft	American Airlines ' campaign to squeeze more seats into its next-generation aircraft	(12, 18)	(7, 18)	[(7, 8)]	train
aal04 13 00	neutral	neutral	But the carrier is determined to fit 172 seats onto the new 737 MAX 8 , even though it ' s the same size as the 737 - 800 .	fit	the carrier is determined to fit 172 seats	(6, 6)	(1, 8)	[(7, 8), (1, 2)]	train
aal04 14 00	neutral	neutral	American tweaks its plan When it announced its configuration for the new 737 MAX 8 last month , American Airlines said it would reduce economy-seat legroom to make space for the two extra rows .	reduce	American Airlines said it would reduce economy-seat legroom to make space for the two extra rows	(23, 23)	(18, 33)	[(31, 33), (18, 19)]	train
aal04 14 01	positive	positive	American tweaks its plan When it announced its configuration for the new 737 MAX 8 last month , American Airlines said it would reduce economy-seat legroom to make space for the two extra rows .	two extra rows	American Airlines said it would reduce economy-seat legroom to make space for the two extra rows	(31, 33)	(18, 33)	[(18, 19)]	train
aal04 15 00	negative	negative	Under that plan , most economy rows would have had 30 inches of pitch , but three rows would have been even more cramped , with just 29 inches of seat pitch .	even more cramped	economy rows would have had 30 inches of pitch , but three rows would have been even more cramped	(21, 23)	(5, 23)	[(5, 6)]	train
aal04 16 00	negative	negative	Not surprisingly , customers and consumer advocates were outraged .	outraged	outraged	(8, 8)	(8, 8)	[]	train
aal04 17 00	negative	negative	In fact , the backlash was big enough that American Airlines recently changed its intended configuration for the 737 MAX 8 , ensuring that each row will have at least 30 inches of legroom .	backlash	backlash was big enough that American Airlines	(4, 4)	(4, 10)	[(9, 10)]	train
aal04 17 01	negative	negative	In fact , the backlash was big enough that American Airlines recently changed its intended configuration for the 737 MAX 8 , ensuring that each row will have at least 30 inches of legroom .	changed	American Airlines recently changed its intended configuration for the 737 MAX 8	(12, 12)	(9, 20)	[(9, 10), (14, 20)]	train
aal04 17 02	positive	positive	In fact , the backlash was big enough that American Airlines recently changed its intended configuration for the 737 MAX 8 , ensuring that each row will have at least 30 inches of legroom .	ensuring that each row will have at least 30 inches of legroom	American Airlines recently changed its intended configuration for the 737 MAX 8 , ensuring that each row will have at least 30 inches of legroom	(22, 33)	(9, 33)	[(9, 10), (17, 20)]	train
aal04 18 00	positive	positive	To accomplish this while still adding two rows of seating , American Airlines will shrink its extra-legroom Main Cabin Extra section by one row .	adding	adding two rows of seating , American Airlines	(5, 5)	(5, 12)	[(11, 12), (6, 9)]	train
aal04 18 01	negative	negative	To accomplish this while still adding two rows of seating , American Airlines will shrink its extra-legroom Main Cabin Extra section by one row .	shrink	American Airlines will shrink its extra-legroom Main Cabin Extra section by one row	(14, 14)	(11, 23)	[(11, 12), (22, 23)]	train
aal04 19 00	negative	negative	This is probably a wise trade-off , as a move to 29 inches of seat pitch in even a few rows could have done significant damage to American ' s brand .	damage to American ' s brand	damage to American	(25, 30)	(25, 27)	[(27, 27)]	train
aal04 19 01	positive	positive	This is probably a wise trade-off , as a move to 29 inches of seat pitch in even a few rows could have done significant damage to American ' s brand .	a wise trade-off	a wise trade-off , as a move to 29 inches of seat pitch in even a few rows could have done significant damage to American	(3, 5)	(3, 27)	[(27, 27)]	train
aal04 20 00	negative	negative	That said , its new solution means frequent fliers may have fewer upgrade opportunities while economy-seat legroom will still shrink relative to the current fleet .	shrink	economy-seat legroom will still shrink	(19, 19)	(15, 19)	[(15, 16)]	train
aal04 20 01	negative	negative	That said , its new solution means frequent fliers may have fewer upgrade opportunities while economy-seat legroom will still shrink relative to the current fleet .	frequent fliers may have fewer upgrade opportunities	frequent fliers may have fewer upgrade opportunities	(7, 13)	(7, 13)	[]	train
aal04 21 00	positive	positive	JetBlue and Southwest have an edge In an odd twist of fate , carriers such as JetBlue Airways and Southwest Airlines - - which were originally conceived as discount airlines - - are now perceived to have better service than the legacy carriers .	perceived to have better	JetBlue Airways and Southwest Airlines - - which were originally conceived as discount airlines - - are now perceived to have better	(34, 37)	(16, 37)	[(16, 17), (19, 20)]	train
aal04 21 01	positive	positive	JetBlue and Southwest have an edge In an odd twist of fate , carriers such as JetBlue Airways and Southwest Airlines - - which were originally conceived as discount airlines - - are now perceived to have better service than the legacy carriers .	have an edge	JetBlue and Southwest have an edge	(3, 5)	(0, 5)	[(2, 2), (0, 0)]	train
aal04 21 02	neutral	neutral	JetBlue and Southwest have an edge In an odd twist of fate , carriers such as JetBlue Airways and Southwest Airlines - - which were originally conceived as discount airlines - - are now perceived to have better service than the legacy carriers .	conceived as discount airlines	JetBlue Airways and Southwest Airlines - - which were originally conceived as discount airlines	(26, 29)	(16, 29)	[(16, 17), (19, 20)]	train
aal04 21 03	negative	negative	JetBlue and Southwest have an edge In an odd twist of fate , carriers such as JetBlue Airways and Southwest Airlines - - which were originally conceived as discount airlines - - are now perceived to have better service than the legacy carriers .	better service than the legacy carriers	better service than the legacy carriers	(37, 42)	(37, 42)	[]	train
aal04 22 00	positive	positive	They also have the most legroom in the industry .	the most legroom in the industry	the most legroom in the industry	(3, 8)	(3, 8)	[]	train
aal04 23 00	positive	positive	JetBlue offers at least 32 inches of seat pitch on all of its planes .	offers	JetBlue offers at least 32 inches of seat pitch on all of its planes	(1, 1)	(0, 13)	[(2, 13), (0, 0)]	train
aal04 24 00	positive	positive	Southwest Airlines ' 737 - 700s have 31 inches of pitch , but the 737 - 800s that represent a rising proportion of its fleet have 32 inches of pitch .	have	Southwest Airlines ' 737 - 700s have 31 inches of pitch	(6, 6)	(0, 10)	[(0, 1), (7, 10)]	train
aal04 24 01	positive	positive	Southwest Airlines ' 737 - 700s have 31 inches of pitch , but the 737 - 800s that represent a rising proportion of its fleet have 32 inches of pitch .	have 32 inches of pitch	Southwest Airlines ' 737 - 700s have 31 inches of pitch , but the 737 - 800s that represent a rising proportion of its fleet have 32 inches of pitch	(25, 29)	(0, 29)	[(0, 1), (14, 16)]	train
aal04 25 00	positive	positive	Its new 737 MAX 8 fleet will maintain that roomy configuration .	maintain that roomy configuration	737 MAX 8 fleet will maintain that roomy configuration	(7, 10)	(2, 10)	[(2, 5)]	train
aal04 26 00	positive	positive	JetBlue offers the most legroom of any U.S . airline .	offers	JetBlue offers the most legroom of any U.S . airline	(1, 1)	(0, 9)	[(0, 0), (2, 9)]	train
aal04 27 00	negative	negative	American Airlines contends that passengers wo n't feel the reduction in legroom as it switches to 30 inches of pitch , because it will use new space-saving slim-line seats .	feel the reduction in legroom	American Airlines contends that passengers wo n't feel the reduction in legroom	(7, 11)	(0, 11)	[(0, 1)]	train
aal04 27 01	positive	positive	American Airlines contends that passengers wo n't feel the reduction in legroom as it switches to 30 inches of pitch , because it will use new space-saving slim-line seats .	use new space-saving slim-line seats	American Airlines contends that passengers wo n't feel the reduction in legroom as it switches to 30 inches of pitch , because it will use new space-saving slim-line seats	(24, 28)	(0, 28)	[(0, 1)]	train
