id	polarity	polarity_all	clause_text	orig_sentence_text	split
aal04_eli_s11_c00	neutral	['neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral']	American Airlines ' to squeeze more seats into its next-generation aircraft	This is probably the ultimate genesis of American Airlines ' campaign to squeeze more seats into its next-generation aircraft .	train
aal04_eli_s11_c01	none	[]	This is probably the ultimate genesis of American Airlines ' campaign	This is probably the ultimate genesis of American Airlines ' campaign to squeeze more seats into its next-generation aircraft .	train
aal04_eli_s12_c00	none	[]	American flies its current fleet of nearly 300   737 - 800 s with a 160 - seat configuration .	American flies its current fleet of nearly 300   737 - 800 s with a 160 - seat configuration .	train
aal04_eli_s13_c00	neutral	['neutral']	But the carrier is determined to fit 172 seats onto the new 737 MAX 8 ,	But the carrier is determined to fit 172 seats onto the new 737 MAX 8 , even though it ' s the same size as the 737 - 800 .	train
aal04_eli_s13_c01	none	[]	though s the same size as the 737 - 800	But the carrier is determined to fit 172 seats onto the new 737 MAX 8 , even though it ' s the same size as the 737 - 800 .	train
aal04_eli_s14_c00	none	[]	American tweaks its plan When it announced its configuration for the new 737 MAX 8 last month American Airlines said	American tweaks its plan When it announced its configuration for the new 737 MAX 8 last month , American Airlines said it would reduce economy-seat legroom to make space for the two extra rows .	train
aal04_eli_s14_c01	positive	['neutral', 'positive', 'positive', 'positive']	American Airlines said it would reduce economy-seat legroom to make space for the two extra rows	American tweaks its plan When it announced its configuration for the new 737 MAX 8 last month , American Airlines said it would reduce economy-seat legroom to make space for the two extra rows .	train
aal04_eli_s15_c00	none	[]	Under that plan , most economy rows but would have had 30 inches of pitch	Under that plan , most economy rows would have had 30 inches of pitch , but three rows would have been even more cramped , with just 29 inches of seat pitch .	train
aal04_eli_s15_c01	negative	['negative', 'negative', 'negative']	Under that plan , most economy rows but would have been even more cramped , with just 29 inches of seat pitch	Under that plan , most economy rows would have had 30 inches of pitch , but three rows would have been even more cramped , with just 29 inches of seat pitch .	train
aal04_eli_s16_c00	negative	['negative']	Not surprisingly , customers and consumer advocates were outraged .	Not surprisingly , customers and consumer advocates were outraged .	train
aal04_eli_s17_c00	negative	['negative']	In fact , the backlash was big enough	In fact , the backlash was big enough that American Airlines recently changed its intended configuration for the 737 MAX 8 , ensuring that each row will have at least 30 inches of legroom .	train
aal04_eli_s17_c01	positive	['positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive']	each row will have at least 30 inches of legroom	In fact , the backlash was big enough that American Airlines recently changed its intended configuration for the 737 MAX 8 , ensuring that each row will have at least 30 inches of legroom .	train
aal04_eli_s17_c02	positive	['negative', 'positive', 'positive']	American Airlines recently changed its intended configuration for the 737 MAX 8 , ensuring	In fact , the backlash was big enough that American Airlines recently changed its intended configuration for the 737 MAX 8 , ensuring that each row will have at least 30 inches of legroom .	train
aal04_eli_s18_c00	none	[]	American Airlines To accomplish this	To accomplish this while still adding two rows of seating , American Airlines will shrink its extra-legroom Main Cabin Extra section by one row .	train
aal04_eli_s18_c01	positive	['positive']	still adding two rows of seating	To accomplish this while still adding two rows of seating , American Airlines will shrink its extra-legroom Main Cabin Extra section by one row .	train
aal04_eli_s18_c02	negative	['negative']	American Airlines will shrink its extra-legroom Main Cabin Extra section by one row	To accomplish this while still adding two rows of seating , American Airlines will shrink its extra-legroom Main Cabin Extra section by one row .	train
aal04_eli_s19_c00	positive	['positive', 'positive', 'positive']	This is probably a wise trade-off ,	This is probably a wise trade-off , as a move to 29 inches of seat pitch in even a few rows could have done significant damage to American ' s brand .	train
aal04_eli_s19_c01	positive	['positive', 'positive']	a move to 29 inches of seat pitch in even a few rows could have done significant damage to American ' s brand	This is probably a wise trade-off , as a move to 29 inches of seat pitch in even a few rows could have done significant damage to American ' s brand .	train
aal04_eli_s20_c00	none	[]	That its new solution means	That said , its new solution means frequent fliers may have fewer upgrade opportunities while economy-seat legroom will still shrink relative to the current fleet .	train
aal04_eli_s20_c01	negative	['negative']	economy-seat legroom will still shrink relative to the current fleet	That said , its new solution means frequent fliers may have fewer upgrade opportunities while economy-seat legroom will still shrink relative to the current fleet .	train
aal04_eli_s20_c02	none	[]	That its new solution said	That said , its new solution means frequent fliers may have fewer upgrade opportunities while economy-seat legroom will still shrink relative to the current fleet .	train
aal04_eli_s20_c03	negative	['negative', 'negative', 'negative', 'negative', 'negative', 'negative', 'negative']	frequent fliers may have fewer upgrade opportunities	That said , its new solution means frequent fliers may have fewer upgrade opportunities while economy-seat legroom will still shrink relative to the current fleet .	train
aal04_eli_s21_c00	positive	['positive', 'positive', 'neutral', 'neutral', 'neutral', 'negative']	ist of fate , carriers such as JetB onceived as discount airlines - - are now perceived to have bette	JetBlue and Southwest have an edge In an odd twist of fate , carriers such as JetBlue Airways and Southwest Airlines - - which were originally conceived as discount airlines - - are now perceived to have better service than the legacy carriers .	train
aal04_eli_s21_c01	positive	['positive', 'positive', 'positive', 'neutral', 'neutral', 'negative']	JetBlue and Southwest have an edge In an odd t t of fate , carriers such as JetBlue Airways and Southwest Airlines - - which were originally conceived as discoun	JetBlue and Southwest have an edge In an odd twist of fate , carriers such as JetBlue Airways and Southwest Airlines - - which were originally conceived as discount airlines - - are now perceived to have better service than the legacy carriers .	train
aal04_eli_s22_c00	positive	['positive', 'positive', 'positive', 'positive', 'positive', 'positive']	They also have the most legroom in the industry .	They also have the most legroom in the industry .	train
aal04_eli_s23_c00	positive	['positive']	JetBlue offers at least 32 inches of seat pitch on all of its planes .	JetBlue offers at least 32 inches of seat pitch on all of its planes .	train
aal04_eli_s24_c00	positive	['positive', 'positive', 'positive', 'positive', 'positive', 'positive']	Southwest Airlines ' 737 - 700s but have 32 inches of pitch	Southwest Airlines ' 737 - 700s have 31 inches of pitch , but the 737 - 800s that represent a rising proportion of its fleet have 32 inches of pitch .	train
aal04_eli_s24_c01	positive	['positive', 'positive', 'positive', 'positive', 'positive']	Southwest Airlines ' 737 - 700s but have 31 inches of pitch	Southwest Airlines ' 737 - 700s have 31 inches of pitch , but the 737 - 800s that represent a rising proportion of its fleet have 32 inches of pitch .	train
aal04_eli_s24_c02	positive	['positive']	 represent a rising proportion of its fleet	Southwest Airlines ' 737 - 700s have 31 inches of pitch , but the 737 - 800s that represent a rising proportion of its fleet have 32 inches of pitch .	train
aal04_eli_s25_c00	positive	['positive', 'positive', 'positive', 'positive']	Its new 737 MAX 8 fleet will maintain that roomy configuration .	Its new 737 MAX 8 fleet will maintain that roomy configuration .	train
aal04_eli_s26_c00	positive	['positive']	JetBlue offers the most legroom of any U.S . airline .	JetBlue offers the most legroom of any U.S . airline .	train
aal04_eli_s27_c00	negative	['negative']	it switches to 30 inches of pitch ,	American Airlines contends that passengers wo n't feel the reduction in legroom as it switches to 30 inches of pitch , because it will use new space-saving slim-line seats .	train
