lex-uncased	negative	positive	uncertainty	litigious	constraining	interesting	modal
recusal	0	0	0	1	0	0	0
recuse	0	0	0	1	0	0	0
recused	0	0	0	1	0	0	0
recuses	0	0	0	1	0	0	0
recusing	0	0	0	1	0	0	0
redact	1	0	0	1	0	0	0
redacted	1	0	0	1	0	0	0
redacting	1	0	0	1	0	0	0
redaction	1	0	0	1	0	0	0
redactions	1	0	0	1	0	0	0
redefault	1	0	0	0	0	0	0
redefaulted	1	0	0	0	0	0	0
redefaults	1	0	0	0	0	0	0
redress	1	0	0	0	0	0	0
redressed	1	0	0	0	0	0	0
redresses	1	0	0	0	0	0	0
redressing	1	0	0	0	0	0	0
reductions	0	0	0	0	0	1	0
reexamination	0	0	1	0	0	0	0
reexamine	0	0	1	0	0	0	0
reexamining	0	0	1	0	0	0	0
referenda	0	0	0	1	0	0	0
referendum	0	0	0	1	0	0	0
referendums	0	0	0	1	0	0	0
refile	0	0	0	1	0	0	0
refiled	0	0	0	1	0	0	0
refiles	0	0	0	1	0	0	0
refiling	0	0	0	1	0	0	0
refrain	0	0	0	0	1	0	0
refraining	0	0	0	0	1	0	0
refrains	0	0	0	0	1	0	0
refusal	1	0	0	0	0	0	0
refusals	1	0	0	0	0	0	0
refuse	1	0	0	0	0	0	0
refused	1	0	0	0	0	0	0
refuses	1	0	0	0	0	0	0
refusing	1	0	0	0	0	0	0
regain	0	1	0	0	0	0	0
regained	0	1	0	0	0	0	0
regaining	0	1	0	0	0	0	0
regularly	0	0	0	0	0	0	1
regulate	0	0	0	1	0	0	0
regulated	0	0	0	1	0	0	0
regulates	0	0	0	1	0	0	0
regulating	0	0	0	1	0	0	0
regulation	0	0	0	1	0	0	0
regulations	0	0	0	1	0	0	0
regulative	0	0	0	1	0	0	0
regulator	0	0	0	1	0	0	0
regulators	0	0	0	1	0	0	0
regulatory	0	0	0	1	0	0	0
rehear	0	0	0	1	0	0	0
reheard	0	0	0	1	0	0	0
rehearing	0	0	0	1	0	0	0
rehearings	0	0	0	1	0	0	0
reinterpret	0	0	1	0	0	0	0
reinterpretation	0	0	1	0	0	0	0
reinterpretations	0	0	1	0	0	0	0
reinterpreted	0	0	1	0	0	0	0
reinterpreting	0	0	1	0	0	0	0
reinterprets	0	0	1	0	0	0	0
reject	1	0	0	0	0	0	0
rejected	1	0	0	0	0	0	0
rejecting	1	0	0	0	0	0	0
rejection	1	0	0	0	0	0	0
rejections	1	0	0	0	0	0	0
rejects	1	0	0	0	0	0	0
releasees	0	0	0	1	0	0	0
relieved	0	0	0	0	0	1	0
relinquish	1	0	0	0	0	0	0
relinquished	1	0	0	0	0	0	0
relinquishes	1	0	0	0	0	0	0
relinquishing	1	0	0	0	0	0	0
relinquishment	1	0	0	0	0	0	0
relinquishments	1	0	0	0	0	0	0
reluctance	1	0	0	0	0	0	0
reluctant	1	0	0	0	0	0	0
remand	0	0	0	1	0	0	0
remanded	0	0	0	1	0	0	0
remanding	0	0	0	1	0	0	0
remands	0	0	0	1	0	0	0
remedial	0	0	0	0	0	1	0
remediate	0	0	0	1	0	0	0
remediated	0	0	0	1	0	0	0
remediating	0	0	0	1	0	0	0
remediation	0	0	0	1	0	0	0
remediations	0	0	0	1	0	0	0
remedied	0	0	0	1	0	0	0
remised	0	0	0	1	0	0	0
renegotiate	1	0	0	0	0	0	0
renegotiated	1	0	0	0	0	0	0
renegotiates	1	0	0	0	0	0	0
renegotiating	1	0	0	0	0	0	0
renegotiation	1	0	0	0	0	0	0
renegotiations	1	0	0	0	0	0	0
renounce	1	0	0	0	0	0	0
renounced	1	0	0	0	0	0	0
renouncement	1	0	0	0	0	0	0
renouncements	1	0	0	0	0	0	0
renounces	1	0	0	0	0	0	0
renouncing	1	0	0	0	0	0	0
reparation	1	0	0	0	0	0	0
reparations	1	0	0	0	0	0	0
repledged	0	0	0	1	0	0	0
replevin	0	0	0	1	0	0	0
repossess	0	0	0	0	0	1	0
repossessed	1	0	0	0	0	0	0
repossesses	1	0	0	0	0	0	0
repossessing	1	0	0	0	0	0	0
repossession	1	0	0	0	0	0	0
repossessions	1	0	0	0	0	0	0
reprorated	0	0	0	1	0	0	0
repudiate	1	0	0	0	0	0	0
repudiated	1	0	0	0	0	0	0
repudiates	1	0	0	0	0	0	0
repudiating	1	0	0	0	0	0	0
repudiation	1	0	0	0	0	0	0
repudiations	1	0	0	0	0	0	0
requester	0	0	0	1	0	0	0
requestor	0	0	0	1	0	0	0
require	0	0	0	0	1	0	0
required	0	0	0	0	1	0	0
requirement	0	0	0	0	1	0	0
requirements	0	0	0	0	1	0	0
requires	0	0	0	0	1	0	0
requiring	0	0	0	0	1	0	0
reregulation	0	0	0	1	0	0	0
rescind	0	0	0	1	0	0	0
rescinded	0	0	0	1	0	0	0
rescinding	0	0	0	1	0	0	0
rescinds	0	0	0	1	0	0	0
rescission	0	0	0	1	0	0	0
rescissions	0	0	0	1	0	0	0
resign	1	0	0	0	0	0	0
resignation	1	0	0	0	0	0	0
resignations	1	0	0	0	0	0	0
resigned	1	0	0	0	0	0	0
resigning	1	0	0	0	0	0	0
resigns	1	0	0	0	0	0	0
resolve	0	1	0	0	0	0	0
restate	1	0	0	0	0	0	0
restated	1	0	0	0	0	0	0
restatement	1	0	0	0	0	0	0
restatements	1	0	0	0	0	0	0
restates	1	0	0	0	0	0	0
restating	1	0	0	0	0	0	0
restitutionary	0	0	0	1	0	0	0
restrain	0	0	0	0	1	0	0
restrained	0	0	0	0	1	0	0
restraining	0	0	0	0	1	0	0
restrains	0	0	0	0	1	0	0
restraint	0	0	0	0	1	0	0
restraints	0	0	0	0	1	0	0
restrict	0	0	0	0	1	0	0
restricted	0	0	0	0	1	0	0
restricting	0	0	0	0	1	0	0
restriction	0	0	0	0	1	0	0
restrictions	0	0	0	0	1	0	0
restrictive	0	0	0	0	1	0	0
restrictively	0	0	0	0	1	0	0
restrictiveness	0	0	0	0	1	0	0
restricts	0	0	0	0	1	0	0
restructure	1	0	0	0	0	0	0
restructured	1	0	0	0	0	0	0
restructures	1	0	0	0	0	0	0
restructuring	1	0	0	0	0	0	0
restructurings	1	0	0	0	0	0	0
retaliate	1	0	0	0	0	0	0
retaliated	1	0	0	0	0	0	0
retaliates	1	0	0	0	0	0	0
retaliating	1	0	0	0	0	0	0
retaliation	1	0	0	0	0	0	0
retaliations	1	0	0	0	0	0	0
retaliatory	1	0	0	0	0	0	0
retendering	0	0	0	1	0	0	0
retribution	1	0	0	0	0	0	0
retributions	1	0	0	0	0	0	0
retrocede	0	0	0	1	0	0	0
retroceded	0	0	0	1	0	0	0
retrocessionaires	0	0	0	1	0	0	0
revise	0	0	1	0	0	0	0
revised	0	0	1	0	0	0	0
revocability	0	0	0	1	0	0	0
revocation	1	0	0	1	0	0	0
revocations	1	0	0	1	0	0	0
revoke	1	0	0	0	0	0	0
revoked	1	0	0	0	0	0	0
revokes	1	0	0	0	0	0	0
revoking	1	0	0	0	0	0	0
revolutionize	0	1	0	0	0	0	0
revolutionized	0	1	0	0	0	0	0
revolutionizes	0	1	0	0	0	0	0
revolutionizing	0	1	0	0	0	0	0
reward	0	1	0	0	0	0	0
rewarded	0	1	0	0	0	0	0
rewarding	0	1	0	0	0	0	0
rewards	0	1	0	0	0	0	0
ridicule	1	0	0	0	0	0	0
ridiculed	1	0	0	0	0	0	0
ridicules	1	0	0	0	0	0	0
ridiculing	1	0	0	0	0	0	0
risk	0	0	1	0	0	0	0
risked	0	0	1	0	0	0	0
riskier	1	0	1	0	0	0	0
riskiest	1	0	1	0	0	0	0
riskiness	0	0	1	0	0	0	0
risking	0	0	1	0	0	0	0
risks	0	0	1	0	0	0	0
risky	1	0	1	0	0	0	0
roughly	0	0	1	0	0	0	0
ruling	0	0	0	1	0	0	0
rulings	0	0	0	1	0	0	0
rumors	0	0	1	0	0	0	0
sabotage	1	0	0	0	0	0	0
sacrifice	1	0	0	0	0	0	0
sacrificed	1	0	0	0	0	0	0
sacrifices	1	0	0	0	0	0	0
sacrificial	1	0	0	0	0	0	0
sacrificing	1	0	0	0	0	0	0
satisfaction	0	1	0	0	0	0	0
satisfactorily	0	1	0	0	0	0	0
satisfactory	0	1	0	0	0	0	0
satisfied	0	1	0	0	0	0	0
satisfies	0	1	0	0	0	0	0
satisfy	0	1	0	0	0	0	0
satisfying	0	1	0	0	0	0	0
scandalous	1	0	0	0	0	0	0
scandals	1	0	0	0	0	0	0
scrutinize	1	0	0	0	0	0	0
scrutinized	1	0	0	0	0	0	0
scrutinizes	1	0	0	0	0	0	0
scrutinizing	1	0	0	0	0	0	0
scrutiny	1	0	0	0	0	0	0
secrecy	1	0	0	0	0	0	0
secret	0	0	0	0	0	1	0
seems	0	0	1	0	0	0	0
seize	1	0	0	0	0	0	0
seized	1	0	0	0	0	0	0
seizes	1	0	0	0	0	0	0
seizing	1	0	0	0	0	0	0
seizures	0	0	0	0	0	1	0
seldom	0	0	1	0	0	0	1
seldomly	0	0	1	0	0	0	1
sentenced	1	0	0	1	0	0	0
sentencing	1	0	0	1	0	0	0
sequestrator	0	0	0	1	0	0	0
serious	1	0	0	0	0	0	0
seriously	1	0	0	0	0	0	0
seriousness	1	0	0	0	0	0	0
setback	1	0	0	0	0	0	0
setbacks	1	0	0	0	0	0	0
settlement	0	0	0	1	0	0	0
settlements	0	0	0	1	0	0	0
sever	1	0	0	0	0	0	0
severability	0	0	0	1	0	0	0
severable	0	0	0	1	0	0	0
severally	0	0	0	1	0	0	0
severance	0	0	0	1	0	0	0
severances	0	0	0	1	0	0	0
severe	1	0	0	0	0	0	0
severed	1	0	0	0	0	0	0
severely	1	0	0	0	0	0	0
severities	1	0	0	0	0	0	0
severity	1	0	0	0	0	0	0
shall	0	0	0	1	0	0	0
sharply	1	0	0	0	0	0	0
shocked	1	0	0	0	0	0	0
shortage	1	0	0	0	0	0	0
shortages	1	0	0	0	0	0	0
shortfall	1	0	0	0	0	0	0
shortfalls	1	0	0	0	0	0	0
should	0	0	0	0	0	0	1
shrinkage	1	0	0	0	0	0	0
shrinkages	1	0	0	0	0	0	0
shut	1	0	0	0	0	0	0
shutdown	1	0	0	0	0	0	0
shutdowns	1	0	0	0	0	0	0
shuts	1	0	0	0	0	0	0
shutting	1	0	0	0	0	0	0
slander	1	0	0	0	0	0	0
slandered	1	0	0	0	0	0	0
slanderous	1	0	0	0	0	0	0
slanders	1	0	0	0	0	0	0
slippage	1	0	0	0	0	0	0
slippages	1	0	0	0	0	0	0
slow	1	0	0	0	0	0	0
slowdown	1	0	0	0	0	0	0
slowdowns	1	0	0	0	0	0	0
slowed	1	0	0	0	0	0	0
slower	1	0	0	0	0	0	0
slowest	1	0	0	0	0	0	0
slowing	1	0	0	0	0	0	0
slowly	1	0	0	0	0	0	0
slowness	1	0	0	0	0	0	0
sluggish	1	0	0	0	0	0	0
sluggishly	1	0	0	0	0	0	0
sluggishness	1	0	0	0	0	0	0
smooth	0	1	0	0	0	0	0
smoothing	0	1	0	0	0	0	0
smoothly	0	1	0	0	0	0	0
smooths	0	1	0	0	0	0	0
soared	0	0	0	0	0	1	0
solvencies	1	0	0	0	0	0	0
solvency	1	0	0	0	0	0	0
solves	0	1	0	0	0	0	0
solving	0	1	0	0	0	0	0
sometime	0	0	1	0	0	0	0
sometimes	0	0	1	0	0	0	1
somewhat	0	0	1	0	0	0	1
somewhere	0	0	1	0	0	0	0
spam	1	0	0	0	0	0	0
spammers	1	0	0	0	0	0	0
spamming	1	0	0	0	0	0	0
spectacular	0	1	0	0	0	0	0
spectacularly	0	1	0	0	0	0	0
speculate	0	0	1	0	0	0	0
speculated	0	0	1	0	0	0	0
speculates	0	0	1	0	0	0	0
speculating	0	0	1	0	0	0	0
speculation	0	0	1	0	0	0	0
speculations	0	0	1	0	0	0	0
speculative	0	0	1	0	0	0	0
speculatively	0	0	1	0	0	0	0
sporadic	0	0	1	0	0	0	0
sporadically	0	0	1	0	0	0	0
sputtering	0	0	0	0	0	1	0
stability	0	1	0	0	0	0	0
stabilization	0	1	0	0	0	0	0
stabilizations	0	1	0	0	0	0	0
stabilize	0	1	0	0	0	0	0
stabilized	0	1	0	0	0	0	0
stabilizes	0	1	0	0	0	0	0
stabilizing	0	1	0	0	0	0	0
stable	0	1	0	0	0	0	0
staggering	1	0	0	0	0	0	0
stagnant	1	0	0	0	0	0	0
stagnate	1	0	0	0	0	0	0
stagnated	1	0	0	0	0	0	0
stagnates	1	0	0	0	0	0	0
stagnating	1	0	0	0	0	0	0
stagnation	1	0	0	0	0	0	0
standstill	1	0	0	0	0	0	0
standstills	1	0	0	0	0	0	0
statute	0	0	0	1	0	0	0
statutes	0	0	0	1	0	0	0
statutorily	0	0	0	1	0	0	0
statutory	0	0	0	1	0	0	0
stipulate	0	0	0	0	1	0	0
stipulated	0	0	0	0	1	0	0
stipulates	0	0	0	0	1	0	0
stipulating	0	0	0	0	1	0	0
stipulation	0	0	0	0	1	0	0
stipulations	0	0	0	0	1	0	0
stolen	1	0	0	0	0	0	0
stoppage	1	0	0	0	0	0	0
stoppages	1	0	0	0	0	0	0
stopped	1	0	0	0	0	0	0
stopping	1	0	0	0	0	0	0
stops	1	0	0	0	0	0	0
strain	1	0	0	0	0	0	0
strained	1	0	0	0	0	0	0
straining	1	0	0	0	0	0	0
strains	1	0	0	0	0	0	0
strength	0	1	0	0	0	0	0
strengthen	0	1	0	0	0	0	0
strengthened	0	1	0	0	0	0	0
strengthening	0	1	0	0	0	0	0
strengthens	0	1	0	0	0	0	0
strengths	0	1	0	0	0	0	0
stress	1	0	0	0	0	0	0
stressed	1	0	0	0	0	0	0
stresses	1	0	0	0	0	0	0
stressful	1	0	0	0	0	0	0
stressing	1	0	0	0	0	0	0
strict	0	0	0	0	1	0	0
stricter	0	0	0	0	1	0	0
strictest	0	0	0	0	1	0	0
strictly	0	0	0	0	1	0	0
stringent	1	0	0	0	0	0	0
strong	0	1	0	0	0	0	0
stronger	0	1	0	0	0	0	0
strongest	0	1	0	0	0	0	0
strongly	0	0	0	0	0	0	1
subclause	0	0	0	1	0	0	0
subclauses	0	0	0	1	0	0	0
subdocket	0	0	0	1	0	0	0
subjected	1	0	0	0	0	0	0
subjecting	1	0	0	0	0	0	0
subjection	1	0	0	0	0	0	0
subleasee	0	0	0	1	0	0	0
subleasehold	0	0	0	1	0	0	0
sublessee	0	0	0	0	0	1	0
sublessees	0	0	0	0	0	1	0
sublessor	0	0	0	0	0	1	0
sublessors	0	0	0	1	0	0	0
sublicensee	0	0	0	1	0	0	0
sublicensor	0	0	0	1	0	0	0
subparagraph	0	0	0	1	0	0	0
subparagraphs	0	0	0	1	0	0	0
subpoena	1	0	0	1	0	0	0
subpoenaed	1	0	0	1	0	0	0
subpoenas	1	0	0	1	0	0	0
subrogated	0	0	0	1	0	0	0
subrogation	0	0	0	1	0	0	0
substandard	1	0	0	0	0	0	0
subtrust	0	0	0	1	0	0	0
subtrusts	0	0	0	1	0	0	0
succeed	0	1	0	0	0	0	0
succeeded	0	1	0	0	0	0	0
succeeding	0	1	0	0	0	0	0
succeeds	0	1	0	0	0	0	0
success	0	1	0	0	0	0	0
successes	0	1	0	0	0	0	0
successful	0	1	0	0	0	0	0
successfully	0	1	0	0	0	0	0
sudden	0	0	1	0	0	0	0
suddenly	0	0	1	0	0	0	0
sue	1	0	0	1	0	0	0
sued	1	0	0	1	0	0	0
sues	1	0	0	1	0	0	0
suffer	1	0	0	0	0	0	0
suffered	1	0	0	0	0	0	0
suffering	1	0	0	0	0	0	0
suffers	1	0	0	0	0	0	0
suggest	0	0	1	0	0	0	1
suggested	0	0	1	0	0	0	0
suggesting	0	0	1	0	0	0	0
suggests	0	0	1	0	0	0	1
suing	1	0	0	1	0	0	0
summoned	1	0	0	1	0	0	0
summoning	1	0	0	1	0	0	0
summons	1	0	0	1	0	0	0
summonses	1	0	0	1	0	0	0
superior	0	1	0	0	0	0	0
supersede	0	0	0	1	0	0	0
supersedeas	0	0	0	1	0	0	0
superseded	0	0	0	1	0	0	0
supersedes	0	0	0	1	0	0	0
superseding	0	0	0	1	0	0	0
sureties	0	0	0	1	0	0	0
surety	0	0	0	1	0	0	0
surpass	0	1	0	0	0	0	0
surpassed	0	1	0	0	0	0	0
surpasses	0	1	0	0	0	0	0
surpassing	0	1	0	0	0	0	0
susceptibility	1	0	1	0	0	0	0
susceptible	1	0	0	0	0	0	0
suspect	1	0	0	0	0	0	0
suspected	1	0	0	0	0	0	0
suspects	1	0	0	0	0	0	0
suspend	1	0	0	0	0	0	0
suspended	1	0	0	0	0	0	0
suspenders	0	0	0	0	0	1	0
suspending	1	0	0	0	0	0	0
suspends	1	0	0	0	0	0	0
suspension	1	0	0	0	0	0	0
suspensions	1	0	0	0	0	0	0
suspicion	1	0	0	0	0	0	0
suspicions	1	0	0	0	0	0	0
suspicious	1	0	0	0	0	0	0
suspiciously	1	0	0	0	0	0	0
sustainability	0	0	0	0	0	1	0
taint	1	0	0	0	0	0	0
tainted	1	0	0	0	0	0	0
tainting	1	0	0	0	0	0	0
taints	1	0	0	0	0	0	0
tampered	1	0	0	0	0	0	0
tenantability	0	0	0	1	0	0	0
tending	0	0	1	0	0	0	0
tends	0	0	0	0	0	0	1
tense	1	0	0	0	0	0	0
tentative	0	0	1	0	0	0	0
tentatively	0	0	1	0	0	0	0
terminable	0	0	0	1	0	0	0
terminate	1	0	0	0	0	0	0
terminated	1	0	0	0	0	0	0
terminates	1	0	0	0	0	0	0
terminating	1	0	0	0	0	0	0
termination	1	0	0	0	0	0	0
terminations	1	0	0	0	0	0	0
terminus	0	0	0	1	0	0	0
testamentary	0	0	0	1	0	0	0
testify	1	0	0	1	0	0	0
testifying	1	0	0	1	0	0	0
testimony	0	0	0	1	0	0	0
thence	0	0	0	1	0	0	0
thenceforth	0	0	0	1	0	0	0
thenceforward	0	0	0	1	0	0	0
thereafter	0	0	0	1	0	0	0
thereat	0	0	0	1	0	0	0
therefrom	0	0	0	1	0	0	0
therein	0	0	0	1	0	0	0
thereinafter	0	0	0	1	0	0	0
thereof	0	0	0	1	0	0	0
thereon	0	0	0	1	0	0	0
thereover	0	0	0	1	0	0	0
thereto	0	0	0	1	0	0	0
theretofor	0	0	0	1	0	0	0
theretofore	0	0	0	1	0	0	0
thereunder	0	0	0	1	0	0	0
thereunto	0	0	0	1	0	0	0
thereupon	0	0	0	1	0	0	0
therewith	0	0	0	1	0	0	0
threat	1	0	0	0	0	0	0
threaten	1	0	0	0	0	0	0
threatened	1	0	0	0	0	0	0
threatening	1	0	0	0	0	0	0
threatens	1	0	0	0	0	0	0
threats	1	0	0	0	0	0	0
tightening	1	0	0	0	0	0	0
tolerate	1	0	0	0	0	0	0
tolerated	1	0	0	0	0	0	0
tolerates	1	0	0	0	0	0	0
tolerating	1	0	0	0	0	0	0
toleration	1	0	0	0	0	0	0
tort	0	0	0	1	0	0	0
tortious	0	0	0	1	0	0	0
tortiously	0	0	0	1	0	0	0
torts	0	0	0	1	0	0	0
tortuous	1	0	0	0	0	0	0
tortuously	1	0	0	0	0	0	0
touche	0	0	0	0	0	1	0
toxic	0	0	0	0	0	1	0
tragedies	1	0	0	0	0	0	0
tragedy	1	0	0	0	0	0	0
tragic	1	0	0	0	0	0	0
tragically	1	0	0	0	0	0	0
transferor	0	0	0	1	0	0	0
transferors	0	0	0	1	0	0	0
transparency	0	1	0	0	0	0	0
trauma	0	0	0	0	0	1	0
traumatic	1	0	0	0	0	0	0
tremendous	0	1	0	0	0	0	0
tremendously	0	1	0	0	0	0	0
trouble	1	0	0	0	0	0	0
troubled	1	0	0	0	0	0	0
troubles	1	0	0	0	0	0	0
tumor	0	0	0	0	0	1	0
turbulence	1	0	1	0	0	0	0
turmoil	1	0	0	0	0	0	0
unable	1	0	0	0	0	0	0
unacceptable	1	0	0	0	0	0	0
unacceptably	1	0	0	0	0	0	0
unaccounted	1	0	0	0	0	0	0
unambiguously	0	0	0	0	0	0	1
unannounced	1	0	0	0	0	0	0
unanticipated	1	0	0	0	0	0	0
unappealable	0	0	0	1	0	0	0
unappealed	0	0	0	1	0	0	0
unapproved	1	0	0	0	0	0	0
unattractive	1	0	0	0	0	0	0
unauthorized	1	0	0	0	0	0	0
unavailability	1	0	0	0	1	0	0
unavailable	1	0	0	0	1	0	0
unavoidable	1	0	0	0	0	0	0
unavoidably	1	0	0	0	0	0	0
unaware	1	0	0	0	0	0	0
uncertain	0	0	1	0	0	0	1
uncertainly	0	0	1	0	0	0	1
uncertainties	0	0	1	0	0	0	0
uncertainty	0	0	1	0	0	0	0
unclear	0	0	1	0	0	0	0
uncollectable	1	0	0	0	0	0	0
uncollected	1	0	0	0	0	0	0
uncollectibility	1	0	0	0	0	0	0
uncollectible	1	0	0	0	0	0	0
uncollectibles	1	0	0	0	0	0	0
uncompetitive	1	0	0	0	0	0	0
uncompleted	1	0	0	0	0	0	0
uncompromising	0	0	0	0	0	0	1
unconfirmed	0	0	1	0	0	0	0
unconscionable	1	0	0	0	0	0	0
unconscionably	1	0	0	0	0	0	0
unconstitutional	0	0	0	1	0	0	0
unconstitutionality	0	0	0	1	0	0	0
unconstitutionally	0	0	0	1	0	0	0
uncontracted	0	0	0	1	0	0	0
uncontrollable	1	0	0	0	0	0	0
uncontrollably	1	0	0	0	0	0	0
uncontrolled	1	0	0	0	0	0	0
uncorrected	1	0	0	0	0	0	0
uncover	1	0	0	0	0	0	0
uncovered	1	0	0	0	0	0	0
uncovering	1	0	0	0	0	0	0
uncovers	1	0	0	0	0	0	0
undecided	0	0	1	0	0	0	0
undefeased	0	0	0	1	0	0	0
undefined	0	0	1	0	0	0	0
undeliverable	1	0	0	0	0	0	0
undelivered	1	0	0	0	0	0	0
undercapitalized	1	0	0	0	0	0	0
undercut	1	0	0	0	0	0	0
undercuts	1	0	0	0	0	0	0
undercutting	1	0	0	0	0	0	0
underestimate	1	0	0	0	0	0	0
underestimated	1	0	0	0	0	0	0
underestimates	1	0	0	0	0	0	0
underestimating	1	0	0	0	0	0	0
underestimation	1	0	0	0	0	0	0
underfunded	1	0	0	0	0	0	0
underinsured	1	0	0	0	0	0	0
undermine	1	0	0	0	0	0	0
undermined	1	0	0	0	0	0	0
undermines	1	0	0	0	0	0	0
undermining	1	0	0	0	0	0	0
underpaid	1	0	0	0	0	0	0
underpayment	1	0	0	0	0	0	0
underpayments	1	0	0	0	0	0	0
underpays	1	0	0	0	0	0	0
underperform	1	0	0	0	0	0	0
underperformance	1	0	0	0	0	0	0
underperformed	1	0	0	0	0	0	0
underperforming	1	0	0	0	0	0	0
underperforms	1	0	0	0	0	0	0
underproduced	1	0	0	0	0	0	0
underproduction	1	0	0	0	0	0	0
underreporting	1	0	0	0	0	0	0
understate	1	0	0	0	0	0	0
understated	1	0	0	0	0	0	0
understatement	1	0	0	0	0	0	0
understatements	1	0	0	0	0	0	0
understates	1	0	0	0	0	0	0
understating	1	0	0	0	0	0	0
underutilization	1	0	0	0	0	0	0
underutilized	1	0	0	0	0	0	0
undesignated	0	0	1	0	0	0	0
undesirable	1	0	0	0	0	0	0
undesired	1	0	0	0	0	0	0
undetectable	0	0	1	0	0	0	0
undetected	1	0	0	0	0	0	0
undeterminable	0	0	1	0	0	0	0
undetermined	1	0	1	0	0	0	0
undischarged	0	0	0	1	0	0	0
undisclosed	1	0	0	0	0	0	0
undisputed	0	0	0	0	0	0	1
undocumented	1	0	1	0	0	0	0
undoubtedly	0	0	0	0	0	0	1
undue	1	0	0	0	0	0	0
unduly	1	0	0	0	0	0	0
uneconomic	1	0	0	0	0	0	0
uneconomical	1	0	0	0	0	0	0
uneconomically	1	0	0	0	0	0	0
unemployed	1	0	0	0	0	0	0
unemployment	1	0	0	0	0	0	0
unencumber	0	0	0	1	0	0	0
unencumbered	0	0	0	1	0	0	0
unenforceability	0	0	0	1	0	0	0
unenforceable	0	0	0	1	0	0	0
unequivocal	0	0	0	0	0	0	1
unequivocally	0	0	0	0	0	0	1
unethical	1	0	0	0	0	0	0
unethically	1	0	0	0	0	0	0
unexcused	1	0	0	0	0	0	0
unexpected	1	0	1	0	0	0	0
unexpectedly	1	0	1	0	0	0	0
unfair	1	0	0	0	0	0	0
unfairly	1	0	0	0	0	0	0
unfamiliar	0	0	1	0	0	0	0
unfamiliarity	0	0	1	0	0	0	0
unfavorability	1	0	0	0	0	0	0
unfavorable	1	0	0	0	0	0	0
unfavorably	1	0	0	0	0	0	0
unfavourable	1	0	0	0	0	0	0
unfeasible	1	0	0	0	0	0	0
unfit	1	0	0	0	0	0	0
unfitness	1	0	0	0	0	0	0
unforecasted	0	0	1	0	0	0	0
unforeseeable	1	0	0	0	0	0	0
unforeseen	1	0	0	0	0	0	0
unforseen	1	0	1	0	0	0	0
unfortunate	1	0	0	0	0	0	0
unfortunately	1	0	0	0	0	0	0
unfounded	1	0	0	0	0	0	0
unfriendly	1	0	0	0	0	0	0
unfulfilled	1	0	0	0	0	0	0
unfunded	1	0	0	0	0	0	0
unguaranteed	0	0	1	0	0	0	0
unhedged	0	0	1	0	0	0	0
unidentifiable	0	0	1	0	0	0	0
unidentified	0	0	1	0	0	0	0
uninsured	1	0	0	0	0	0	0
unintended	1	0	0	0	0	0	0
unintentional	1	0	0	0	0	0	0
unintentionally	1	0	0	0	0	0	0
unjust	1	0	0	0	0	0	0
unjustifiable	1	0	0	0	0	0	0
unjustifiably	1	0	0	0	0	0	0
unjustified	1	0	0	0	0	0	0
unjustly	1	0	0	0	0	0	0
unknowing	1	0	0	0	0	0	0
unknowingly	1	0	0	0	0	0	0
unknown	0	0	1	0	0	0	0
unknowns	0	0	1	0	0	0	0
unlawful	1	0	0	1	0	0	0
unlawfully	1	0	0	1	0	0	0
unlawfulness	0	0	0	1	0	0	0
unlicensed	1	0	0	0	0	0	0
unliquidated	1	0	0	0	0	0	0
unmarketable	1	0	0	0	0	0	0
unmatched	0	1	0	0	0	0	0
unmerchantable	1	0	0	0	0	0	0
unmeritorious	1	0	0	0	0	0	0
unnecessarily	1	0	0	0	0	0	0
unnecessary	1	0	0	0	0	0	0
unneeded	1	0	0	0	0	0	0
unobservable	0	0	1	0	0	0	0
unobtainable	1	0	0	0	0	0	0
unoccupied	1	0	0	0	0	0	0
unpaid	1	0	0	0	0	0	0
unparalleled	0	1	0	0	0	0	1
unperformed	1	0	0	0	0	0	0
unplanned	1	0	1	0	0	0	0
unpopular	1	0	0	0	0	0	0
unpredictability	1	0	1	0	0	0	0
unpredictable	1	0	1	0	0	0	0
unpredictably	1	0	1	0	0	0	0
unpredicted	1	0	1	0	0	0	0
unproductive	1	0	0	0	0	0	0
unprofitability	1	0	0	0	0	0	0
unprofitable	1	0	0	0	0	0	0
unproved	0	0	1	0	0	0	0
unproven	0	0	1	0	0	0	0
unqualified	1	0	0	0	0	0	0
unquantifiable	0	0	1	0	0	0	0
unquantified	0	0	1	0	0	0	0
unrealistic	1	0	0	0	0	0	0
unreasonable	1	0	0	0	0	0	0
unreasonableness	1	0	0	0	0	0	0
unreasonably	1	0	0	0	0	0	0
unreceptive	1	0	0	0	0	0	0
unreconciled	0	0	1	0	0	0	0
unrecoverable	1	0	0	0	0	0	0
unrecovered	1	0	0	0	0	0	0
unreimbursed	1	0	0	0	0	0	0
unreliable	1	0	0	0	0	0	0
unremediated	0	0	0	1	0	0	0
unremedied	1	0	0	0	0	0	0
unreported	1	0	0	0	0	0	0
unresolved	1	0	0	0	0	0	0
unrest	1	0	0	0	0	0	0
unsafe	1	0	0	0	0	0	0
unsalable	1	0	0	0	0	0	0
unsaleable	1	0	0	0	0	0	0
unsatisfactory	1	0	0	0	0	0	0
unsatisfied	1	0	0	0	0	0	0
unsavory	1	0	0	0	0	0	0
unscheduled	1	0	0	0	0	0	0
unseasonable	0	0	1	0	0	0	0
